Time,Channel#,Timestamp,V_value,nV,V cell,WE_value,uA,WE current,I_value,f,Status,Status_value,Current_range_value,Current range,something1,something2,
1696319349.512954,1,Timestamp,62999992,n,V cell,-1600093,u,WE current,-16771927,f,Status,0,0,Current range,0,128,
1696319349.5140588,1,Timestamp,65999992,n,V cell,-1600093,u,WE current,-16519927,f,Status,0,0,Current range,0,128,
1696319349.5150566,1,Timestamp,68999992,n,V cell,-1600093,u,WE current,-16290328,f,Status,0,0,Current range,0,128,
1696319349.5160537,1,Timestamp,71999992,n,V cell,-1600093,u,WE current,-16088729,f,Status,0,0,Current range,0,128,
1696319349.5170512,1,Timestamp,74999992,n,V cell,-1600093,u,WE current,-15903929,f,Status,0,0,Current range,0,128,
1696319349.5180485,1,Timestamp,77999984,n,V cell,-1600093,u,WE current,-15741531,f,Status,0,0,Current range,0,128,
1696319349.5190458,1,Timestamp,80999984,n,V cell,-1600093,u,WE current,-15562331,f,Status,0,0,Current range,0,128,
1696319349.5200434,1,Timestamp,83999984,n,V cell,-1600093,u,WE current,-15394332,f,Status,0,0,Current range,0,128,
1696319349.5210404,1,Timestamp,86999984,n,V cell,-1600093,u,WE current,-15231934,f,Status,0,0,Current range,0,128,
1696319349.5220375,1,Timestamp,89999984,n,V cell,-1600093,u,WE current,-15086333,f,Status,0,0,Current range,0,128,
1696319349.5230348,1,Timestamp,92999976,n,V cell,-1600093,u,WE current,-14946335,f,Status,0,0,Current range,0,128,
1696319349.524032,1,Timestamp,95999976,n,V cell,-1600093,u,WE current,-14834334,f,Status,0,0,Current range,0,128,
1696319349.5250294,1,Timestamp,98999976,n,V cell,-1600093,u,WE current,-14716735,f,Status,0,0,Current range,0,128,
1696319349.5260267,1,Timestamp,101999,u,V cell,-1600093,u,WE current,-14587936,f,Status,0,0,Current range,0,128,
1696319349.527024,1,Timestamp,104999,u,V cell,-1600093,u,WE current,-14459137,f,Status,0,0,Current range,0,128,
1696319349.5280216,1,Timestamp,107999,u,V cell,-1600093,u,WE current,-14347137,f,Status,0,0,Current range,0,128,
1696319349.5290189,1,Timestamp,110999,u,V cell,-1600093,u,WE current,-14235137,f,Status,0,0,Current range,0,128,
1696319349.5298321,1,Timestamp,113999,u,V cell,-1600093,u,WE current,-14145538,f,Status,0,0,Current range,0,128,
1696319349.5308318,1,Timestamp,116999,u,V cell,-1600093,u,WE current,-14050338,f,Status,0,0,Current range,0,128,
1696319349.5318289,1,Timestamp,119999,u,V cell,-1600093,u,WE current,-13960738,f,Status,0,0,Current range,0,128,
1696319409.289349,0,Timestamp,0, ,V cell,-1600093,u,WE current,-73006880,f,Status,2,0,Current range,0,128,
1696319409.2904437,0,Timestamp,3000000,n,V cell,-1600093,u,WE current,-69848488,f,Status,2,0,Current range,0,128,
1696319409.2914417,0,Timestamp,6000000,n,V cell,-1600093,u,WE current,-66818908,f,Status,2,0,Current range,0,128,
1696319409.2924387,0,Timestamp,9000000,n,V cell,-1600093,u,WE current,-64394116,f,Status,2,0,Current range,0,128,
1696319409.293436,0,Timestamp,12000000,n,V cell,-1600093,u,WE current,-62277324,f,Status,2,0,Current range,0,128,
1696319409.2944334,0,Timestamp,15000001,n,V cell,-1600093,u,WE current,-60395736,f,Status,2,0,Current range,0,128,
1696319409.295431,0,Timestamp,18000002,n,V cell,-1600093,u,WE current,-58715740,f,Status,2,0,Current range,0,128,
1696319409.2964282,0,Timestamp,21000002,n,V cell,-1600093,u,WE current,-57147748,f,Status,8,0,Current range,0,128,
1696319409.2974255,0,Timestamp,24000002,n,V cell,-1600093,u,WE current,-55702956,f,Status,8,0,Current range,0,128,
1696319409.29942,0,Timestamp,27000002,n,V cell,-1600093,u,WE current,-54319764,f,Status,8,0,Current range,0,128,
1696319409.3004172,0,Timestamp,30000004,n,V cell,-1600093,u,WE current,-52958968,f,Status,8,0,Current range,0,128,
1696319409.301415,0,Timestamp,33000004,n,V cell,-1600093,u,WE current,-51614972,f,Status,8,0,Current range,0,128,
1696319409.3024125,0,Timestamp,36000004,n,V cell,-1600093,u,WE current,-50254180,f,Status,8,0,Current range,0,128,
1696319409.3034096,0,Timestamp,39000000,n,V cell,-1600093,u,WE current,-48882184,f,Status,0,0,Current range,0,128,
1696319409.304407,0,Timestamp,42000000,n,V cell,-1600093,u,WE current,-47515792,f,Status,0,0,Current range,0,128,
1696319409.3060265,0,Timestamp,45000000,n,V cell,-1600093,u,WE current,-46177396,f,Status,0,0,Current range,0,128,
1696319409.3071704,0,Timestamp,47999996,n,V cell,-1600093,u,WE current,-44895004,f,Status,0,0,Current range,0,128,
1696319409.3081684,0,Timestamp,50999996,n,V cell,-1600093,u,WE current,-43657408,f,Status,0,0,Current range,0,128,
1696319409.3091652,0,Timestamp,53999992,n,V cell,-1600093,u,WE current,-42487012,f,Status,0,0,Current range,0,128,
1696319409.310163,0,Timestamp,56999992,n,V cell,-1600093,u,WE current,-41378220,f,Status,0,0,Current range,0,128,
1696319409.3111603,0,Timestamp,59999992,n,V cell,-1600093,u,WE current,-40336624,f,Status,0,0,Current range,0,128,
1696319409.3121572,0,Timestamp,62999992,n,V cell,-1600093,u,WE current,-39356624,f,Status,0,0,Current range,0,128,
1696319409.3131547,0,Timestamp,65999992,n,V cell,-1600093,u,WE current,-38455032,f,Status,0,0,Current range,0,128,
1696319409.314152,0,Timestamp,68999992,n,V cell,-1600093,u,WE current,-37598236,f,Status,0,0,Current range,0,128,
1696319409.3151498,0,Timestamp,71999992,n,V cell,-1600093,u,WE current,-36786236,f,Status,0,0,Current range,0,128,
1696319409.3161469,0,Timestamp,74999992,n,V cell,-1600093,u,WE current,-36019044,f,Status,0,0,Current range,0,128,
1696319409.317144,0,Timestamp,77999984,n,V cell,-1600093,u,WE current,-35285444,f,Status,0,0,Current range,0,128,
1696319409.3181415,0,Timestamp,80999984,n,V cell,-1600093,u,WE current,-34607848,f,Status,0,0,Current range,0,128,
1696319409.3191385,0,Timestamp,83999984,n,V cell,-1600093,u,WE current,-33969452,f,Status,0,0,Current range,0,128,
1696319409.3201358,0,Timestamp,86999984,n,V cell,-1600093,u,WE current,-33364654,f,Status,0,0,Current range,0,128,
1696319409.3211331,0,Timestamp,89999984,n,V cell,-1600093,u,WE current,-32793456,f,Status,0,0,Current range,0,128,
1696319409.322131,0,Timestamp,92999976,n,V cell,-1600093,u,WE current,-32250256,f,Status,0,0,Current range,0,128,
1696319409.323515,0,Timestamp,95999976,n,V cell,-1600093,u,WE current,-31735060,f,Status,0,0,Current range,0,128,
1696319409.324513,0,Timestamp,98999976,n,V cell,-1600093,u,WE current,-31236664,f,Status,0,0,Current range,0,128,
1696319409.3255105,0,Timestamp,101999,u,V cell,-1600093,u,WE current,-30771866,f,Status,0,0,Current range,0,128,
1696319409.3265078,0,Timestamp,104999,u,V cell,-1600093,u,WE current,-30335068,f,Status,0,0,Current range,0,128,
1696319409.3275049,0,Timestamp,107999,u,V cell,-1600093,u,WE current,-29931870,f,Status,0,0,Current range,0,128,
1696319409.3285034,0,Timestamp,110999,u,V cell,-1600093,u,WE current,-29539870,f,Status,0,0,Current range,0,128,
1696319409.3294997,0,Timestamp,113999,u,V cell,-1600093,u,WE current,-29147872,f,Status,0,0,Current range,0,128,
1696319409.3304968,0,Timestamp,116999,u,V cell,-1600093,u,WE current,-28778274,f,Status,0,0,Current range,0,128,
1696319409.331494,0,Timestamp,119999,u,V cell,-1600093,u,WE current,-28431074,f,Status,0,0,Current range,0,128,
1696319409.4900742,1,Timestamp,0, ,V cell,-1600093,u,WE current,-57506148,f,Status,8,0,Current range,0,128,
1696319409.4911494,1,Timestamp,3000000,n,V cell,-1600093,u,WE current,-53614164,f,Status,8,0,Current range,0,128,
1696319409.4921477,1,Timestamp,6000000,n,V cell,-1600093,u,WE current,-50237380,f,Status,8,0,Current range,0,128,
1696319409.4931443,1,Timestamp,9000000,n,V cell,-1600093,u,WE current,-42352616,f,Status,0,0,Current range,0,128,
1696319409.4941423,1,Timestamp,12000000,n,V cell,-1600093,u,WE current,-35890244,f,Status,0,0,Current range,0,128,
1696319409.4951396,1,Timestamp,15000001,n,V cell,-1600093,u,WE current,-31393464,f,Status,0,0,Current range,0,128,
1696319409.4961367,1,Timestamp,18000002,n,V cell,-1600093,u,WE current,-28263074,f,Status,0,0,Current range,0,128,
1696319409.497134,1,Timestamp,21000002,n,V cell,-1600093,u,WE current,-25983884,f,Status,0,0,Current range,0,128,
1696319409.498131,1,Timestamp,24000002,n,V cell,-1600093,u,WE current,-24270292,f,Status,0,0,Current range,0,128,
1696319409.4991286,1,Timestamp,27000002,n,V cell,-1600093,u,WE current,-22965500,f,Status,0,0,Current range,0,128,
1696319409.500126,1,Timestamp,30000004,n,V cell,-1600093,u,WE current,-21912702,f,Status,0,0,Current range,0,128,
1696319409.5011232,1,Timestamp,33000004,n,V cell,-1600093,u,WE current,-21055908,f,Status,0,0,Current range,0,128,
1696319409.502121,1,Timestamp,36000004,n,V cell,-1600093,u,WE current,-20361510,f,Status,0,0,Current range,0,128,
1696319409.503118,1,Timestamp,39000000,n,V cell,-1600093,u,WE current,-19767914,f,Status,0,0,Current range,0,128,
1696319409.5041149,1,Timestamp,42000000,n,V cell,-1600093,u,WE current,-19241516,f,Status,0,0,Current range,0,128,
1696319409.5051126,1,Timestamp,45000000,n,V cell,-1600093,u,WE current,-18782316,f,Status,0,0,Current range,0,128,
1696319409.5062585,1,Timestamp,47999996,n,V cell,-1600093,u,WE current,-18367920,f,Status,0,0,Current range,0,128,
1696319409.5073605,1,Timestamp,50999996,n,V cell,-1600093,u,WE current,-17970320,f,Status,0,0,Current range,0,128,
1696319409.5083585,1,Timestamp,53999992,n,V cell,-1600093,u,WE current,-17628722,f,Status,0,0,Current range,0,128,
1696319409.5103528,1,Timestamp,56999992,n,V cell,-1600093,u,WE current,-17331922,f,Status,0,0,Current range,0,128,
1696319409.5113509,1,Timestamp,59999992,n,V cell,-1600093,u,WE current,-17057526,f,Status,0,0,Current range,0,128,
1696319409.5123477,1,Timestamp,62999992,n,V cell,-1600093,u,WE current,-16799926,f,Status,0,0,Current range,0,128,
1696319409.513345,1,Timestamp,65999992,n,V cell,-1600093,u,WE current,-16564727,f,Status,0,0,Current range,0,128,
1696319409.514342,1,Timestamp,68999992,n,V cell,-1600093,u,WE current,-16335127,f,Status,0,0,Current range,0,128,
1696319409.5153396,1,Timestamp,71999992,n,V cell,-1600093,u,WE current,-16111129,f,Status,0,0,Current range,0,128,
1696319409.5163367,1,Timestamp,74999992,n,V cell,-1600093,u,WE current,-15915129,f,Status,0,0,Current range,0,128,
1696319409.517334,1,Timestamp,77999984,n,V cell,-1600093,u,WE current,-15747130,f,Status,0,0,Current range,0,128,
1696319409.5183313,1,Timestamp,80999984,n,V cell,-1600093,u,WE current,-15584730,f,Status,0,0,Current range,0,128,
1696319409.5193286,1,Timestamp,83999984,n,V cell,-1600093,u,WE current,-15433532,f,Status,0,0,Current range,0,128,
1696319409.5203257,1,Timestamp,86999984,n,V cell,-1600093,u,WE current,-15271132,f,Status,0,0,Current range,0,128,
1696319409.5213234,1,Timestamp,89999984,n,V cell,-1600093,u,WE current,-15114333,f,Status,0,0,Current range,0,128,
1696319409.5223207,1,Timestamp,92999976,n,V cell,-1600093,u,WE current,-14974333,f,Status,0,0,Current range,0,128,
1696319409.5229068,1,Timestamp,95999976,n,V cell,-1600093,u,WE current,-14845534,f,Status,0,0,Current range,0,128,
1696319409.5240095,1,Timestamp,98999976,n,V cell,-1600093,u,WE current,-14727935,f,Status,0,0,Current range,0,128,
1696319409.525007,1,Timestamp,101999,u,V cell,-1600093,u,WE current,-14615936,f,Status,0,0,Current range,0,128,
1696319409.5260046,1,Timestamp,104999,u,V cell,-1600093,u,WE current,-14503936,f,Status,0,0,Current range,0,128,
1696319409.5279987,1,Timestamp,107999,u,V cell,-1600093,u,WE current,-14386336,f,Status,0,0,Current range,0,128,
1696319409.5289967,1,Timestamp,110999,u,V cell,-1600093,u,WE current,-14263137,f,Status,0,0,Current range,0,128,
1696319409.5299933,1,Timestamp,113999,u,V cell,-1600093,u,WE current,-14162338,f,Status,0,0,Current range,0,128,
1696319409.5309913,1,Timestamp,116999,u,V cell,-1600093,u,WE current,-14067138,f,Status,0,0,Current range,0,128,
1696319409.5319881,1,Timestamp,119999,u,V cell,-1600093,u,WE current,-13983138,f,Status,0,0,Current range,0,128,
1696319469.2825994,0,Timestamp,0, ,V cell,-1600093,u,WE current,-73023680,f,Status,2,0,Current range,0,128,
1696319469.2837057,0,Timestamp,3000000,n,V cell,-1600093,u,WE current,-69786896,f,Status,2,0,Current range,0,128,
1696319469.2847035,0,Timestamp,6000000,n,V cell,-1600093,u,WE current,-66807704,f,Status,2,0,Current range,0,128,
1696319469.2857025,0,Timestamp,9000000,n,V cell,-1600093,u,WE current,-64343720,f,Status,2,0,Current range,0,128,
1696319469.2857025,0,Timestamp,12000000,n,V cell,-1600093,u,WE current,-62232524,f,Status,2,0,Current range,0,128,
1696319469.2866995,0,Timestamp,15000001,n,V cell,-1600093,u,WE current,-60356536,f,Status,2,0,Current range,0,128,
1696319469.2876973,0,Timestamp,18000002,n,V cell,-1600093,u,WE current,-58676540,f,Status,2,0,Current range,0,128,
1696319469.288693,0,Timestamp,21000002,n,V cell,-1600093,u,WE current,-57119748,f,Status,8,0,Current range,0,128,
1696319469.2896898,0,Timestamp,24000002,n,V cell,-1600093,u,WE current,-55669356,f,Status,8,0,Current range,0,128,
1696319469.2906873,0,Timestamp,27000002,n,V cell,-1600093,u,WE current,-54280560,f,Status,8,0,Current range,0,128,
1696319469.2916863,0,Timestamp,30000004,n,V cell,-1600093,u,WE current,-52925368,f,Status,8,0,Current range,0,128,
1696319469.2916863,0,Timestamp,33000004,n,V cell,-1600093,u,WE current,-51575776,f,Status,8,0,Current range,0,128,
1696319469.2926838,0,Timestamp,36000004,n,V cell,-1600093,u,WE current,-50220576,f,Status,8,0,Current range,0,128,
1696319469.2936814,0,Timestamp,39000000,n,V cell,-1600093,u,WE current,-48837384,f,Status,0,0,Current range,0,128,
1696319469.2946768,0,Timestamp,42000000,n,V cell,-1600093,u,WE current,-47465392,f,Status,0,0,Current range,0,128,
1696319469.2956738,0,Timestamp,45000000,n,V cell,-1600093,u,WE current,-46132600,f,Status,0,0,Current range,0,128,
1696319469.2966714,0,Timestamp,47999996,n,V cell,-1600093,u,WE current,-44839000,f,Status,0,0,Current range,0,128,
1696319469.2976687,0,Timestamp,50999996,n,V cell,-1600093,u,WE current,-43607008,f,Status,0,0,Current range,0,128,
1696319469.298666,0,Timestamp,53999992,n,V cell,-1600093,u,WE current,-42431012,f,Status,0,0,Current range,0,128,
1696319469.2993176,0,Timestamp,56999992,n,V cell,-1600093,u,WE current,-41333420,f,Status,0,0,Current range,0,128,
1696319469.300444,0,Timestamp,59999992,n,V cell,-1600093,u,WE current,-40291824,f,Status,0,0,Current range,0,128,
1696319469.3014412,0,Timestamp,62999992,n,V cell,-1600093,u,WE current,-39306228,f,Status,0,0,Current range,0,128,
1696319469.3024404,0,Timestamp,65999992,n,V cell,-1600093,u,WE current,-38393432,f,Status,0,0,Current range,0,128,
1696319469.3034358,0,Timestamp,68999992,n,V cell,-1600093,u,WE current,-37542232,f,Status,0,0,Current range,0,128,
1696319469.3044353,0,Timestamp,71999992,n,V cell,-1600093,u,WE current,-36741436,f,Status,0,0,Current range,0,128,
1696319469.305431,0,Timestamp,74999992,n,V cell,-1600093,u,WE current,-35968640,f,Status,0,0,Current range,0,128,
1696319469.306429,0,Timestamp,77999984,n,V cell,-1600093,u,WE current,-35240644,f,Status,0,0,Current range,0,128,
1696319469.307426,0,Timestamp,80999984,n,V cell,-1600093,u,WE current,-34551848,f,Status,0,0,Current range,0,128,
1696319469.3084235,0,Timestamp,83999984,n,V cell,-1600093,u,WE current,-33919052,f,Status,0,0,Current range,0,128,
1696319469.3104181,0,Timestamp,86999984,n,V cell,-1600093,u,WE current,-33308652,f,Status,0,0,Current range,0,128,
1696319469.311416,0,Timestamp,89999984,n,V cell,-1600093,u,WE current,-32743058,f,Status,0,0,Current range,0,128,
1696319469.3124125,0,Timestamp,92999976,n,V cell,-1600093,u,WE current,-32199858,f,Status,0,0,Current range,0,128,
1696319469.3134093,0,Timestamp,95999976,n,V cell,-1600093,u,WE current,-31690260,f,Status,0,0,Current range,0,128,
1696319469.314407,0,Timestamp,98999976,n,V cell,-1600093,u,WE current,-31186262,f,Status,0,0,Current range,0,128,
1696319469.3154042,0,Timestamp,101999,u,V cell,-1600093,u,WE current,-30715864,f,Status,0,0,Current range,0,128,
1696319469.3165348,0,Timestamp,104999,u,V cell,-1600093,u,WE current,-30284668,f,Status,0,0,Current range,0,128,
1696319469.31853,0,Timestamp,107999,u,V cell,-1600093,u,WE current,-29881468,f,Status,0,0,Current range,0,128,
1696319469.3195271,0,Timestamp,110999,u,V cell,-1600093,u,WE current,-29489470,f,Status,0,0,Current range,0,128,
1696319469.3205242,0,Timestamp,113999,u,V cell,-1600093,u,WE current,-29103072,f,Status,0,0,Current range,0,128,
1696319469.321522,0,Timestamp,116999,u,V cell,-1600093,u,WE current,-28739072,f,Status,0,0,Current range,0,128,
1696319469.3225193,0,Timestamp,119999,u,V cell,-1600093,u,WE current,-28391876,f,Status,0,0,Current range,0,128,
1696319469.4978318,1,Timestamp,0, ,V cell,-1600093,u,WE current,-57578948,f,Status,8,0,Current range,0,128,
1696319469.499541,1,Timestamp,3000000,n,V cell,-1600093,u,WE current,-53675764,f,Status,8,0,Current range,0,128,
1696319469.5006654,1,Timestamp,6000000,n,V cell,-1600093,u,WE current,-50209380,f,Status,8,0,Current range,0,128,
1696319469.501663,1,Timestamp,9000000,n,V cell,-1600093,u,WE current,-42347016,f,Status,0,0,Current range,0,128,
1696319469.50266,1,Timestamp,12000000,n,V cell,-1600093,u,WE current,-35895840,f,Status,0,0,Current range,0,128,
1696319469.5036576,1,Timestamp,15000001,n,V cell,-1600093,u,WE current,-31404662,f,Status,0,0,Current range,0,128,
1696319469.504655,1,Timestamp,18000002,n,V cell,-1600093,u,WE current,-28251876,f,Status,0,0,Current range,0,128,
1696319469.5056522,1,Timestamp,21000002,n,V cell,-1600093,u,WE current,-25978286,f,Status,0,0,Current range,0,128,
1696319469.5066493,1,Timestamp,24000002,n,V cell,-1600093,u,WE current,-24281492,f,Status,0,0,Current range,0,128,
1696319469.5076468,1,Timestamp,27000002,n,V cell,-1600093,u,WE current,-22965500,f,Status,0,0,Current range,0,128,
1696319469.508644,1,Timestamp,30000004,n,V cell,-1600093,u,WE current,-21918304,f,Status,0,0,Current range,0,128,
1696319469.5096414,1,Timestamp,33000004,n,V cell,-1600093,u,WE current,-21067108,f,Status,0,0,Current range,0,128,
1696319469.510639,1,Timestamp,36000004,n,V cell,-1600093,u,WE current,-20367110,f,Status,0,0,Current range,0,128,
1696319469.5116363,1,Timestamp,39000000,n,V cell,-1600093,u,WE current,-19767914,f,Status,0,0,Current range,0,128,
1696319469.5126338,1,Timestamp,42000000,n,V cell,-1600093,u,WE current,-19252716,f,Status,0,0,Current range,0,128,
1696319469.5136306,1,Timestamp,45000000,n,V cell,-1600093,u,WE current,-18782316,f,Status,0,0,Current range,0,128,
1696319469.514628,1,Timestamp,47999996,n,V cell,-1600093,u,WE current,-18373520,f,Status,0,0,Current range,0,128,
1696319469.5156255,1,Timestamp,50999996,n,V cell,-1600093,u,WE current,-17981520,f,Status,0,0,Current range,0,128,
1696319469.5162218,1,Timestamp,53999992,n,V cell,-1600093,u,WE current,-17639922,f,Status,0,0,Current range,0,128,
1696319469.5173585,1,Timestamp,56999992,n,V cell,-1600093,u,WE current,-17326324,f,Status,0,0,Current range,0,128,
1696319469.5183566,1,Timestamp,59999992,n,V cell,-1600093,u,WE current,-17063124,f,Status,0,0,Current range,0,128,
1696319469.5193539,1,Timestamp,62999992,n,V cell,-1600093,u,WE current,-16811126,f,Status,0,0,Current range,0,128,
1696319469.520351,1,Timestamp,65999992,n,V cell,-1600093,u,WE current,-16570328,f,Status,0,0,Current range,0,128,
1696319469.5213487,1,Timestamp,68999992,n,V cell,-1600093,u,WE current,-16335127,f,Status,0,0,Current range,0,128,
1696319469.5223455,1,Timestamp,71999992,n,V cell,-1600093,u,WE current,-16122329,f,Status,0,0,Current range,0,128,
1696319469.523343,1,Timestamp,74999992,n,V cell,-1600093,u,WE current,-15926329,f,Status,0,0,Current range,0,128,
1696319469.5243404,1,Timestamp,77999984,n,V cell,-1600093,u,WE current,-15758330,f,Status,0,0,Current range,0,128,
1696319469.5253377,1,Timestamp,80999984,n,V cell,-1600093,u,WE current,-15590331,f,Status,0,0,Current range,0,128,
1696319469.5263348,1,Timestamp,83999984,n,V cell,-1600093,u,WE current,-15439131,f,Status,0,0,Current range,0,128,
1696319469.5273323,1,Timestamp,86999984,n,V cell,-1600093,u,WE current,-15282332,f,Status,0,0,Current range,0,128,
1696319469.5283294,1,Timestamp,89999984,n,V cell,-1600093,u,WE current,-15119933,f,Status,0,0,Current range,0,128,
1696319469.5293267,1,Timestamp,92999976,n,V cell,-1600093,u,WE current,-14979934,f,Status,0,0,Current range,0,128,
1696319469.5303242,1,Timestamp,95999976,n,V cell,-1600093,u,WE current,-14851134,f,Status,0,0,Current range,0,128,
1696319469.531322,1,Timestamp,98999976,n,V cell,-1600093,u,WE current,-14733535,f,Status,0,0,Current range,0,128,
1696319469.532899,1,Timestamp,101999,u,V cell,-1600093,u,WE current,-14615936,f,Status,0,0,Current range,0,128,
1696319469.5340319,1,Timestamp,104999,u,V cell,-1600093,u,WE current,-14503936,f,Status,0,0,Current range,0,128,
1696319469.5350296,1,Timestamp,107999,u,V cell,-1600093,u,WE current,-14391936,f,Status,0,0,Current range,0,128,
1696319469.5360272,1,Timestamp,110999,u,V cell,-1600093,u,WE current,-14274337,f,Status,0,0,Current range,0,128,
1696319469.5370245,1,Timestamp,113999,u,V cell,-1600093,u,WE current,-14167938,f,Status,0,0,Current range,0,128,
1696319469.5380218,1,Timestamp,116999,u,V cell,-1600093,u,WE current,-14067138,f,Status,0,0,Current range,0,128,
1696319469.5390193,1,Timestamp,119999,u,V cell,-1600093,u,WE current,-13988738,f,Status,0,0,Current range,0,128,
1696319529.3076637,0,Timestamp,0, ,V cell,-1600093,u,WE current,-73090872,f,Status,2,0,Current range,0,128,
1696319529.3092964,0,Timestamp,3000000,n,V cell,-1600093,u,WE current,-69809288,f,Status,2,0,Current range,0,128,
1696319529.3104763,0,Timestamp,6000000,n,V cell,-1600093,u,WE current,-66813308,f,Status,2,0,Current range,0,128,
1696319529.311474,0,Timestamp,9000000,n,V cell,-1600093,u,WE current,-64332520,f,Status,2,0,Current range,0,128,
1696319529.3124714,0,Timestamp,12000000,n,V cell,-1600093,u,WE current,-62215728,f,Status,2,0,Current range,0,128,
1696319529.313469,0,Timestamp,15000001,n,V cell,-1600093,u,WE current,-60356536,f,Status,2,0,Current range,0,128,
1696319529.314466,0,Timestamp,18000002,n,V cell,-1600093,u,WE current,-58648540,f,Status,2,0,Current range,0,128,
1696319529.3154635,0,Timestamp,21000002,n,V cell,-1600093,u,WE current,-57102948,f,Status,8,0,Current range,0,128,
1696319529.3164604,0,Timestamp,24000002,n,V cell,-1600093,u,WE current,-55646956,f,Status,8,0,Current range,0,128,
1696319529.317458,0,Timestamp,27000002,n,V cell,-1600093,u,WE current,-54263760,f,Status,8,0,Current range,0,128,
1696319529.3184552,0,Timestamp,30000004,n,V cell,-1600093,u,WE current,-52902968,f,Status,8,0,Current range,0,128,
1696319529.3194525,0,Timestamp,33000004,n,V cell,-1600093,u,WE current,-51542172,f,Status,8,0,Current range,0,128,
1696319529.3204498,0,Timestamp,36000004,n,V cell,-1600093,u,WE current,-50181380,f,Status,8,0,Current range,0,128,
1696319529.3214471,0,Timestamp,39000000,n,V cell,-1600093,u,WE current,-48803784,f,Status,0,0,Current range,0,128,
1696319529.3224442,0,Timestamp,42000000,n,V cell,-1600093,u,WE current,-47437392,f,Status,0,0,Current range,0,128,
1696319529.323442,0,Timestamp,45000000,n,V cell,-1600093,u,WE current,-46098996,f,Status,0,0,Current range,0,128,
1696319529.3244388,0,Timestamp,47999996,n,V cell,-1600093,u,WE current,-44805404,f,Status,0,0,Current range,0,128,
1696319529.3254366,0,Timestamp,50999996,n,V cell,-1600093,u,WE current,-43567808,f,Status,0,0,Current range,0,128,
1696319529.3259983,0,Timestamp,53999992,n,V cell,-1600093,u,WE current,-42397412,f,Status,0,0,Current range,0,128,
1696319529.3271139,0,Timestamp,56999992,n,V cell,-1600093,u,WE current,-41288620,f,Status,0,0,Current range,0,128,
1696319529.328113,0,Timestamp,59999992,n,V cell,-1600093,u,WE current,-40247024,f,Status,0,0,Current range,0,128,
1696319529.3291109,0,Timestamp,62999992,n,V cell,-1600093,u,WE current,-39272628,f,Status,0,0,Current range,0,128,
1696319529.330106,0,Timestamp,65999992,n,V cell,-1600093,u,WE current,-38359828,f,Status,0,0,Current range,0,128,
1696319529.331103,0,Timestamp,68999992,n,V cell,-1600093,u,WE current,-37514236,f,Status,0,0,Current range,0,128,
1696319529.3321006,0,Timestamp,71999992,n,V cell,-1600093,u,WE current,-36696636,f,Status,0,0,Current range,0,128,
1696319529.3330975,0,Timestamp,74999992,n,V cell,-1600093,u,WE current,-35929444,f,Status,0,0,Current range,0,128,
1696319529.3340955,0,Timestamp,77999984,n,V cell,-1600093,u,WE current,-35201448,f,Status,0,0,Current range,0,128,
1696319529.3340955,0,Timestamp,80999984,n,V cell,-1600093,u,WE current,-34518248,f,Status,0,0,Current range,0,128,
1696319529.3350923,0,Timestamp,83999984,n,V cell,-1600093,u,WE current,-33879852,f,Status,0,0,Current range,0,128,
1696319529.3360898,0,Timestamp,86999984,n,V cell,-1600093,u,WE current,-33280654,f,Status,0,0,Current range,0,128,
1696319529.3370872,0,Timestamp,89999984,n,V cell,-1600093,u,WE current,-32709456,f,Status,0,0,Current range,0,128,
1696319529.3380845,0,Timestamp,92999976,n,V cell,-1600093,u,WE current,-32171860,f,Status,0,0,Current range,0,128,
1696319529.339082,0,Timestamp,95999976,n,V cell,-1600093,u,WE current,-31645460,f,Status,0,0,Current range,0,128,
1696319529.340079,0,Timestamp,98999976,n,V cell,-1600093,u,WE current,-31152664,f,Status,0,0,Current range,0,128,
1696319529.3410761,0,Timestamp,101999,u,V cell,-1600093,u,WE current,-30687866,f,Status,0,0,Current range,0,128,
1696319529.3420737,0,Timestamp,104999,u,V cell,-1600093,u,WE current,-30262264,f,Status,0,0,Current range,0,128,
1696319529.3426895,0,Timestamp,107999,u,V cell,-1600093,u,WE current,-29853468,f,Status,0,0,Current range,0,128,
1696319529.3437889,0,Timestamp,110999,u,V cell,-1600093,u,WE current,-29455870,f,Status,0,0,Current range,0,128,
1696319529.3447864,0,Timestamp,113999,u,V cell,-1600093,u,WE current,-29075072,f,Status,0,0,Current range,0,128,
1696319529.3457837,0,Timestamp,116999,u,V cell,-1600093,u,WE current,-28711074,f,Status,0,0,Current range,0,128,
1696319529.3467813,0,Timestamp,119999,u,V cell,-1600093,u,WE current,-28358276,f,Status,0,0,Current range,0,128,
1696319529.5078645,1,Timestamp,0, ,V cell,-1600093,u,WE current,-57595748,f,Status,8,0,Current range,0,128,
1696319529.5094867,1,Timestamp,3000000,n,V cell,-1600093,u,WE current,-53709364,f,Status,8,0,Current range,0,128,
1696319529.5106103,1,Timestamp,6000000,n,V cell,-1600093,u,WE current,-50231780,f,Status,8,0,Current range,0,128,
1696319529.511608,1,Timestamp,9000000,n,V cell,-1600093,u,WE current,-42369416,f,Status,0,0,Current range,0,128,
1696319529.5126052,1,Timestamp,12000000,n,V cell,-1600093,u,WE current,-35940640,f,Status,0,0,Current range,0,128,
