Time,Channel#,Timestamp,V_value,nV,V cell,WE_value,uA,WE current,I_value,f,Status,Status_value,Current_range_value,Current range,something1,something2,
1696318449.29669,0,Timestamp,0,n,V cell,-1600093,u,WE current,-74462872,f,Status,2,0,Current range,0,128,
1696318449.29769,0,Timestamp,3000000,n,V cell,-1600093,u,WE current,-70374888,f,Status,2,0,Current range,0,128,
1696318449.298773,0,Timestamp,6000000,n,V cell,-1600093,u,WE current,-69674888,f,Status,2,0,Current range,0,128,
1696318449.2997706,0,Timestamp,9000000,n,V cell,-1600093,u,WE current,-67098904,f,Status,2,0,Current range,0,128,
1696318449.3007681,0,Timestamp,12000000,n,V cell,-1600093,u,WE current,-64903712,f,Status,2,0,Current range,0,128,
1696318449.3017654,0,Timestamp,15000001,n,V cell,-1600093,u,WE current,-62977324,f,Status,2,0,Current range,0,128,
1696318449.30376,0,Timestamp,18000002,n,V cell,-1600093,u,WE current,-61280532,f,Status,2,0,Current range,0,128,
1696318449.3047578,0,Timestamp,21000002,n,V cell,-1600093,u,WE current,-59740540,f,Status,2,0,Current range,0,128,
1696318449.305755,0,Timestamp,24000002,n,V cell,-1600093,u,WE current,-58334944,f,Status,2,0,Current range,0,128,
1696318449.3067524,0,Timestamp,27000002,n,V cell,-1600093,u,WE current,-57024548,f,Status,8,0,Current range,0,128,
1696318449.30775,0,Timestamp,30000004,n,V cell,-1600093,u,WE current,-55758956,f,Status,8,0,Current range,0,128,
1696318449.308747,0,Timestamp,33000004,n,V cell,-1600093,u,WE current,-54538160,f,Status,8,0,Current range,0,128,
1696318449.3097441,0,Timestamp,36000004,n,V cell,-1600093,u,WE current,-53350964,f,Status,8,0,Current range,0,128,
1696318449.3107414,0,Timestamp,39000000,n,V cell,-1600093,u,WE current,-52158172,f,Status,8,0,Current range,0,128,
1696318449.3117392,0,Timestamp,42000000,n,V cell,-1600093,u,WE current,-50965376,f,Status,8,0,Current range,0,128,
1696318449.3133411,0,Timestamp,45000000,n,V cell,-1600093,u,WE current,-49766980,f,Status,8,0,Current range,0,128,
1696318449.314482,0,Timestamp,47999996,n,V cell,-1600093,u,WE current,-48568588,f,Status,0,0,Current range,0,128,
1696318449.3154802,0,Timestamp,50999996,n,V cell,-1600093,u,WE current,-47398192,f,Status,0,0,Current range,0,128,
1696318449.3164773,0,Timestamp,53999992,n,V cell,-1600093,u,WE current,-46233396,f,Status,0,0,Current range,0,128,
1696318449.3174744,0,Timestamp,56999992,n,V cell,-1600093,u,WE current,-45102200,f,Status,0,0,Current range,0,128,
1696318449.318472,0,Timestamp,59999992,n,V cell,-1600093,u,WE current,-44032608,f,Status,0,0,Current range,0,128,
1696318449.3194692,0,Timestamp,62999992,n,V cell,-1600093,u,WE current,-42996612,f,Status,0,0,Current range,0,128,
1696318449.3204668,0,Timestamp,65999992,n,V cell,-1600093,u,WE current,-42016616,f,Status,0,0,Current range,0,128,
1696318449.3214638,0,Timestamp,68999992,n,V cell,-1600093,u,WE current,-41092620,f,Status,0,0,Current range,0,128,
1696318449.3224611,0,Timestamp,71999992,n,V cell,-1600093,u,WE current,-40230224,f,Status,0,0,Current range,0,128,
1696318449.3234587,0,Timestamp,74999992,n,V cell,-1600093,u,WE current,-39390228,f,Status,0,0,Current range,0,128,
1696318449.3244557,0,Timestamp,77999984,n,V cell,-1600093,u,WE current,-38595028,f,Status,0,0,Current range,0,128,
1696318449.32645,0,Timestamp,80999984,n,V cell,-1600093,u,WE current,-37822232,f,Status,0,0,Current range,0,128,
1696318449.3274474,0,Timestamp,83999984,n,V cell,-1600093,u,WE current,-37105436,f,Status,0,0,Current range,0,128,
1696318449.3284445,0,Timestamp,86999984,n,V cell,-1600093,u,WE current,-36416640,f,Status,0,0,Current range,0,128,
1696318449.3294418,0,Timestamp,89999984,n,V cell,-1600093,u,WE current,-35772640,f,Status,0,0,Current range,0,128,
1696318449.3299615,0,Timestamp,92999976,n,V cell,-1600093,u,WE current,-35151044,f,Status,0,0,Current range,0,128,
1696318449.3310902,0,Timestamp,95999976,n,V cell,-1600093,u,WE current,-34557448,f,Status,0,0,Current range,0,128,
1696318449.3320878,0,Timestamp,98999976,n,V cell,-1600093,u,WE current,-33991852,f,Status,0,0,Current range,0,128,
1696318449.3330853,0,Timestamp,101999,u,V cell,-1600093,u,WE current,-33437452,f,Status,0,0,Current range,0,128,
1696318449.3340828,0,Timestamp,104999,u,V cell,-1600093,u,WE current,-32922256,f,Status,0,0,Current range,0,128,
1696318449.3350797,0,Timestamp,107999,u,V cell,-1600093,u,WE current,-32435058,f,Status,0,0,Current range,0,128,
1696318449.3360772,0,Timestamp,110999,u,V cell,-1600093,u,WE current,-31970260,f,Status,0,0,Current range,0,128,
1696318449.3370745,0,Timestamp,113999,u,V cell,-1600093,u,WE current,-31522260,f,Status,0,0,Current range,0,128,
1696318449.3380718,0,Timestamp,116999,u,V cell,-1600093,u,WE current,-31091064,f,Status,0,0,Current range,0,128,
1696318449.3390691,0,Timestamp,119999,u,V cell,-1600093,u,WE current,-30676664,f,Status,0,0,Current range,0,128,
1696318449.5068467,1,Timestamp,0, ,V cell,-1600093,u,WE current,-56839748,f,Status,8,0,Current range,0,128,
1696318449.5078437,1,Timestamp,3000000,n,V cell,-1600093,u,WE current,-52958968,f,Status,8,0,Current range,0,128,
1696318449.5088413,1,Timestamp,6000000,n,V cell,-1600093,u,WE current,-50982176,f,Status,8,0,Current range,0,128,
1696318449.5098383,1,Timestamp,9000000,n,V cell,-1600093,u,WE current,-43875808,f,Status,0,0,Current range,0,128,
1696318449.510836,1,Timestamp,12000000,n,V cell,-1600093,u,WE current,-37301436,f,Status,0,0,Current range,0,128,
1696318449.5118332,1,Timestamp,15000001,n,V cell,-1600093,u,WE current,-32625456,f,Status,0,0,Current range,0,128,
1696318449.5134668,1,Timestamp,18000002,n,V cell,-1600093,u,WE current,-29327070,f,Status,0,0,Current range,0,128,
1696318449.5144951,1,Timestamp,21000002,n,V cell,-1600093,u,WE current,-26919082,f,Status,0,0,Current range,0,128,
1696318449.5155838,1,Timestamp,24000002,n,V cell,-1600093,u,WE current,-25104690,f,Status,0,0,Current range,0,128,
1696318449.516581,1,Timestamp,27000002,n,V cell,-1600093,u,WE current,-23704694,f,Status,0,0,Current range,0,128,
1696318449.5175781,1,Timestamp,30000004,n,V cell,-1600093,u,WE current,-22601502,f,Status,0,0,Current range,0,128,
1696318449.518576,1,Timestamp,33000004,n,V cell,-1600093,u,WE current,-21727904,f,Status,0,0,Current range,0,128,
1696318449.519573,1,Timestamp,36000004,n,V cell,-1600093,u,WE current,-20988708,f,Status,0,0,Current range,0,128,
1696318449.52057,1,Timestamp,39000000,n,V cell,-1600093,u,WE current,-20350310,f,Status,0,0,Current range,0,128,
1696318449.5215676,1,Timestamp,42000000,n,V cell,-1600093,u,WE current,-19795912,f,Status,0,0,Current range,0,128,
1696318449.5225651,1,Timestamp,45000000,n,V cell,-1600093,u,WE current,-19297514,f,Status,0,0,Current range,0,128,
1696318449.523562,1,Timestamp,47999996,n,V cell,-1600093,u,WE current,-18855116,f,Status,0,0,Current range,0,128,
1696318449.5245593,1,Timestamp,50999996,n,V cell,-1600093,u,WE current,-18468718,f,Status,0,0,Current range,0,128,
1696318449.5255573,1,Timestamp,53999992,n,V cell,-1600093,u,WE current,-18132720,f,Status,0,0,Current range,0,128,
1696318449.5265543,1,Timestamp,56999992,n,V cell,-1600093,u,WE current,-17807920,f,Status,0,0,Current range,0,128,
1696318449.5275514,1,Timestamp,59999992,n,V cell,-1600093,u,WE current,-17516722,f,Status,0,0,Current range,0,128,
1696318449.5285487,1,Timestamp,62999992,n,V cell,-1600093,u,WE current,-17225524,f,Status,0,0,Current range,0,128,
1696318449.5295465,1,Timestamp,65999992,n,V cell,-1600093,u,WE current,-16962326,f,Status,0,0,Current range,0,128,
1696318449.5301375,1,Timestamp,68999992,n,V cell,-1600093,u,WE current,-16727127,f,Status,0,0,Current range,0,128,
1696318449.531265,1,Timestamp,71999992,n,V cell,-1600093,u,WE current,-16514326,f,Status,0,0,Current range,0,128,
1696318449.53326,1,Timestamp,74999992,n,V cell,-1600093,u,WE current,-16312728,f,Status,0,0,Current range,0,128,
1696318449.5342572,1,Timestamp,77999984,n,V cell,-1600093,u,WE current,-16122329,f,Status,0,0,Current range,0,128,
1696318449.5352545,1,Timestamp,80999984,n,V cell,-1600093,u,WE current,-15948729,f,Status,0,0,Current range,0,128,
1696318449.536252,1,Timestamp,83999984,n,V cell,-1600093,u,WE current,-15758330,f,Status,0,0,Current range,0,128,
1696318449.537249,1,Timestamp,86999984,n,V cell,-1600093,u,WE current,-15590331,f,Status,0,0,Current range,0,128,
1696318449.5382469,1,Timestamp,89999984,n,V cell,-1600093,u,WE current,-15439131,f,Status,0,0,Current range,0,128,
1696318449.5392442,1,Timestamp,92999976,n,V cell,-1600093,u,WE current,-15299133,f,Status,0,0,Current range,0,128,
1696318449.5402412,1,Timestamp,95999976,n,V cell,-1600093,u,WE current,-15164734,f,Status,0,0,Current range,0,128,
1696318449.5412385,1,Timestamp,98999976,n,V cell,-1600093,u,WE current,-15035934,f,Status,0,0,Current range,0,128,
1696318449.5422359,1,Timestamp,101999,u,V cell,-1600093,u,WE current,-14895934,f,Status,0,0,Current range,0,128,
1696318449.543233,1,Timestamp,104999,u,V cell,-1600093,u,WE current,-14755935,f,Status,0,0,Current range,0,128,
1696318449.5442302,1,Timestamp,107999,u,V cell,-1600093,u,WE current,-14632736,f,Status,0,0,Current range,0,128,
1696318449.5452278,1,Timestamp,110999,u,V cell,-1600093,u,WE current,-14526336,f,Status,0,0,Current range,0,128,
1696318449.5462253,1,Timestamp,113999,u,V cell,-1600093,u,WE current,-14431136,f,Status,0,0,Current range,0,128,
1696318449.54785,1,Timestamp,116999,u,V cell,-1600093,u,WE current,-14324737,f,Status,0,0,Current range,0,128,
1696318449.5489206,1,Timestamp,119999,u,V cell,-1600093,u,WE current,-14223937,f,Status,0,0,Current range,0,128,
1696318509.2898533,0,Timestamp,0, ,V cell,-1600093,u,WE current,-72564480,f,Status,2,0,Current range,0,128,
1696318509.2909455,0,Timestamp,3000000,n,V cell,-1600093,u,WE current,-70229296,f,Status,2,0,Current range,0,128,
1696318509.2919433,0,Timestamp,6000000,n,V cell,-1600093,u,WE current,-67720504,f,Status,2,0,Current range,0,128,
1696318509.2929409,0,Timestamp,9000000,n,V cell,-1600093,u,WE current,-65262116,f,Status,2,0,Current range,0,128,
1696318509.2939374,0,Timestamp,12000000,n,V cell,-1600093,u,WE current,-63156524,f,Status,2,0,Current range,0,128,
1696318509.2949347,0,Timestamp,15000001,n,V cell,-1600093,u,WE current,-61319728,f,Status,2,0,Current range,0,128,
1696318509.295932,0,Timestamp,18000002,n,V cell,-1600093,u,WE current,-59695740,f,Status,2,0,Current range,0,128,
1696318509.2969294,0,Timestamp,21000002,n,V cell,-1600093,u,WE current,-58183744,f,Status,2,0,Current range,0,128,
1696318509.2979276,0,Timestamp,24000002,n,V cell,-1600093,u,WE current,-56766948,f,Status,8,0,Current range,0,128,
1696318509.2989244,0,Timestamp,27000002,n,V cell,-1600093,u,WE current,-55428556,f,Status,8,0,Current range,0,128,
1696318509.2999222,0,Timestamp,30000004,n,V cell,-1600093,u,WE current,-54123764,f,Status,8,0,Current range,0,128,
1696318509.3009193,0,Timestamp,33000004,n,V cell,-1600093,u,WE current,-52858168,f,Status,8,0,Current range,0,128,
1696318509.3019164,0,Timestamp,36000004,n,V cell,-1600093,u,WE current,-51598176,f,Status,8,0,Current range,0,128,
1696318509.302914,0,Timestamp,39000000,n,V cell,-1600093,u,WE current,-50332576,f,Status,8,0,Current range,0,128,
1696318509.303911,0,Timestamp,42000000,n,V cell,-1600093,u,WE current,-49072584,f,Status,8,0,Current range,0,128,
1696318509.303911,0,Timestamp,45000000,n,V cell,-1600093,u,WE current,-47806988,f,Status,0,0,Current range,0,128,
1696318509.3049085,0,Timestamp,47999996,n,V cell,-1600093,u,WE current,-46552596,f,Status,0,0,Current range,0,128,
1696318509.3065479,0,Timestamp,50999996,n,V cell,-1600093,u,WE current,-45337400,f,Status,0,0,Current range,0,128,
1696318509.3076444,0,Timestamp,53999992,n,V cell,-1600093,u,WE current,-44172604,f,Status,0,0,Current range,0,128,
1696318509.308642,0,Timestamp,56999992,n,V cell,-1600093,u,WE current,-43075008,f,Status,0,0,Current range,0,128,
1696318509.3096392,0,Timestamp,59999992,n,V cell,-1600093,u,WE current,-42050216,f,Status,0,0,Current range,0,128,
1696318509.3106363,0,Timestamp,62999992,n,V cell,-1600093,u,WE current,-41064620,f,Status,0,0,Current range,0,128,
1696318509.3116338,0,Timestamp,65999992,n,V cell,-1600093,u,WE current,-40129420,f,Status,0,0,Current range,0,128,
1696318509.312632,0,Timestamp,68999992,n,V cell,-1600093,u,WE current,-39239028,f,Status,0,0,Current range,0,128,
1696318509.3136284,0,Timestamp,71999992,n,V cell,-1600093,u,WE current,-38399032,f,Status,0,0,Current range,0,128,
1696318509.314627,0,Timestamp,74999992,n,V cell,-1600093,u,WE current,-37615036,f,Status,0,0,Current range,0,128,
1696318509.314627,0,Timestamp,77999984,n,V cell,-1600093,u,WE current,-36870236,f,Status,0,0,Current range,0,128,
1696318509.3156235,0,Timestamp,80999984,n,V cell,-1600093,u,WE current,-36164640,f,Status,0,0,Current range,0,128,
1696318509.3166218,0,Timestamp,83999984,n,V cell,-1600093,u,WE current,-35503844,f,Status,0,0,Current range,0,128,
1696318509.3176186,0,Timestamp,86999984,n,V cell,-1600093,u,WE current,-34859844,f,Status,0,0,Current range,0,128,
1696318509.3186164,0,Timestamp,89999984,n,V cell,-1600093,u,WE current,-34243848,f,Status,0,0,Current range,0,128,
1696318509.3196135,0,Timestamp,92999976,n,V cell,-1600093,u,WE current,-33667052,f,Status,0,0,Current range,0,128,
1696318509.3206098,0,Timestamp,95999976,n,V cell,-1600093,u,WE current,-33129454,f,Status,0,0,Current range,0,128,
1696318509.3216069,0,Timestamp,98999976,n,V cell,-1600093,u,WE current,-32619856,f,Status,0,0,Current range,0,128,
1696318509.3232322,0,Timestamp,101999,u,V cell,-1600093,u,WE current,-32132658,f,Status,0,0,Current range,0,128,
1696318509.3243325,0,Timestamp,104999,u,V cell,-1600093,u,WE current,-31656662,f,Status,0,0,Current range,0,128,
1696318509.32533,0,Timestamp,107999,u,V cell,-1600093,u,WE current,-31219864,f,Status,0,0,Current range,0,128,
1696318509.326327,0,Timestamp,110999,u,V cell,-1600093,u,WE current,-30783064,f,Status,0,0,Current range,0,128,
1696318509.3273244,0,Timestamp,113999,u,V cell,-1600093,u,WE current,-30363066,f,Status,0,0,Current range,0,128,
1696318509.328322,0,Timestamp,116999,u,V cell,-1600093,u,WE current,-29982268,f,Status,0,0,Current range,0,128,
1696318509.3293207,0,Timestamp,119999,u,V cell,-1600093,u,WE current,-29623868,f,Status,0,0,Current range,0,128,
1696318509.4901328,1,Timestamp,0, ,V cell,-1600093,u,WE current,-56789348,f,Status,8,0,Current range,0,128,
1696318509.491234,1,Timestamp,3000000,n,V cell,-1600093,u,WE current,-52729368,f,Status,8,0,Current range,0,128,
1696318509.4922316,1,Timestamp,6000000,n,V cell,-1600093,u,WE current,-50461376,f,Status,8,0,Current range,0,128,
1696318509.493229,1,Timestamp,9000000,n,V cell,-1600093,u,WE current,-42851008,f,Status,0,0,Current range,0,128,
1696318509.4942262,1,Timestamp,12000000,n,V cell,-1600093,u,WE current,-36226240,f,Status,0,0,Current range,0,128,
1696318509.4952233,1,Timestamp,15000001,n,V cell,-1600093,u,WE current,-31611860,f,Status,0,0,Current range,0,128,
1696318509.4962206,1,Timestamp,18000002,n,V cell,-1600093,u,WE current,-28369476,f,Status,0,0,Current range,0,128,
1696318509.497218,1,Timestamp,21000002,n,V cell,-1600093,u,WE current,-26006284,f,Status,0,0,Current range,0,128,
1696318509.4982154,1,Timestamp,24000002,n,V cell,-1600093,u,WE current,-24236692,f,Status,0,0,Current range,0,128,
1696318509.4992125,1,Timestamp,27000002,n,V cell,-1600093,u,WE current,-22875898,f,Status,0,0,Current range,0,128,
1696318509.4992125,1,Timestamp,30000004,n,V cell,-1600093,u,WE current,-21806304,f,Status,0,0,Current range,0,128,
1696318509.5002103,1,Timestamp,33000004,n,V cell,-1600093,u,WE current,-20949508,f,Status,0,0,Current range,0,128,
1696318509.5012074,1,Timestamp,36000004,n,V cell,-1600093,u,WE current,-20249510,f,Status,0,0,Current range,0,128,
1696318509.5022047,1,Timestamp,39000000,n,V cell,-1600093,u,WE current,-19639114,f,Status,0,0,Current range,0,128,
1696318509.5032017,1,Timestamp,42000000,n,V cell,-1600093,u,WE current,-19101516,f,Status,0,0,Current range,0,128,
1696318509.5041995,1,Timestamp,45000000,n,V cell,-1600093,u,WE current,-18614318,f,Status,0,0,Current range,0,128,
1696318509.5051968,1,Timestamp,47999996,n,V cell,-1600093,u,WE current,-18194320,f,Status,0,0,Current range,0,128,
1696318509.506194,1,Timestamp,50999996,n,V cell,-1600093,u,WE current,-17819120,f,Status,0,0,Current range,0,128,
1696318509.50675,1,Timestamp,53999992,n,V cell,-1600093,u,WE current,-17483122,f,Status,0,0,Current range,0,128,
1696318509.5078418,1,Timestamp,56999992,n,V cell,-1600093,u,WE current,-17186324,f,Status,0,0,Current range,0,128,
1696318509.5088394,1,Timestamp,59999992,n,V cell,-1600093,u,WE current,-16900724,f,Status,0,0,Current range,0,128,
1696318509.5108356,1,Timestamp,62999992,n,V cell,-1600093,u,WE current,-16631927,f,Status,0,0,Current range,0,128,
1696318509.5108356,1,Timestamp,65999992,n,V cell,-1600093,u,WE current,-16374328,f,Status,0,0,Current range,0,128,
1696318509.5118313,1,Timestamp,68999992,n,V cell,-1600093,u,WE current,-16144729,f,Status,0,0,Current range,0,128,
1696318509.5128284,1,Timestamp,71999992,n,V cell,-1600093,u,WE current,-15937529,f,Status,0,0,Current range,0,128,
1696318509.513826,1,Timestamp,74999992,n,V cell,-1600093,u,WE current,-15763931,f,Status,0,0,Current range,0,128,
1696318509.5148232,1,Timestamp,77999984,n,V cell,-1600093,u,WE current,-15579131,f,Status,0,0,Current range,0,128,
1696318509.5158212,1,Timestamp,80999984,n,V cell,-1600093,u,WE current,-15399933,f,Status,0,0,Current range,0,128,
1696318509.5168178,1,Timestamp,83999984,n,V cell,-1600093,u,WE current,-15231934,f,Status,0,0,Current range,0,128,
1696318509.5178154,1,Timestamp,86999984,n,V cell,-1600093,u,WE current,-15063933,f,Status,0,0,Current range,0,128,
1696318509.5188127,1,Timestamp,89999984,n,V cell,-1600093,u,WE current,-14918334,f,Status,0,0,Current range,0,128,
1696318509.5198097,1,Timestamp,92999976,n,V cell,-1600093,u,WE current,-14789535,f,Status,0,0,Current range,0,128,
1696318509.5208075,1,Timestamp,95999976,n,V cell,-1600093,u,WE current,-14666335,f,Status,0,0,Current range,0,128,
1696318509.5208075,1,Timestamp,98999976,n,V cell,-1600093,u,WE current,-14543136,f,Status,0,0,Current range,0,128,
1696318509.5228019,1,Timestamp,101999,u,V cell,-1600093,u,WE current,-14414336,f,Status,0,0,Current range,0,128,
1696318509.5234482,1,Timestamp,104999,u,V cell,-1600093,u,WE current,-14291137,f,Status,0,0,Current range,0,128,
1696318509.524544,1,Timestamp,107999,u,V cell,-1600093,u,WE current,-14167938,f,Status,0,0,Current range,0,128,
1696318509.5255413,1,Timestamp,110999,u,V cell,-1600093,u,WE current,-14067138,f,Status,0,0,Current range,0,128,
1696318509.5265388,1,Timestamp,113999,u,V cell,-1600093,u,WE current,-13966338,f,Status,0,0,Current range,0,128,
1696318509.527536,1,Timestamp,116999,u,V cell,-1600093,u,WE current,-13882339,f,Status,0,0,Current range,0,128,
1696318509.5285335,1,Timestamp,119999,u,V cell,-1600093,u,WE current,-13787139,f,Status,0,0,Current range,0,128,
1696318569.2831616,0,Timestamp,0, ,V cell,-1600093,u,WE current,-72525280,f,Status,2,0,Current range,0,128,
1696318569.2842605,0,Timestamp,3000000,n,V cell,-1600093,u,WE current,-70212488,f,Status,2,0,Current range,0,128,
1696318569.286256,0,Timestamp,6000000,n,V cell,-1600093,u,WE current,-67334104,f,Status,2,0,Current range,0,128,
1696318569.2872527,0,Timestamp,9000000,n,V cell,-1600093,u,WE current,-64948512,f,Status,2,0,Current range,0,128,
1696318569.2882502,0,Timestamp,12000000,n,V cell,-1600093,u,WE current,-62826120,f,Status,2,0,Current range,0,128,
1696318569.2892475,0,Timestamp,15000001,n,V cell,-1600093,u,WE current,-60994932,f,Status,2,0,Current range,0,128,
1696318569.2902448,0,Timestamp,18000002,n,V cell,-1600093,u,WE current,-59359736,f,Status,2,0,Current range,0,128,
1696318569.291242,0,Timestamp,21000002,n,V cell,-1600093,u,WE current,-57847744,f,Status,8,0,Current range,0,128,
1696318569.2922392,0,Timestamp,24000002,n,V cell,-1600093,u,WE current,-56419748,f,Status,8,0,Current range,0,128,
1696318569.2932365,0,Timestamp,27000002,n,V cell,-1600093,u,WE current,-55064556,f,Status,8,0,Current range,0,128,
1696318569.294234,0,Timestamp,30000004,n,V cell,-1600093,u,WE current,-53754164,f,Status,8,0,Current range,0,128,
1696318569.2952316,0,Timestamp,33000004,n,V cell,-1600093,u,WE current,-52466168,f,Status,8,0,Current range,0,128,
1696318569.2962286,0,Timestamp,36000004,n,V cell,-1600093,u,WE current,-51183776,f,Status,8,0,Current range,0,128,
1696318569.297226,0,Timestamp,39000000,n,V cell,-1600093,u,WE current,-49895780,f,Status,8,0,Current range,0,128,
1696318569.2982233,0,Timestamp,42000000,n,V cell,-1600093,u,WE current,-48596584,f,Status,0,0,Current range,0,128,
1696318569.2992206,0,Timestamp,45000000,n,V cell,-1600093,u,WE current,-47302992,f,Status,0,0,Current range,0,128,
1696318569.3004987,0,Timestamp,47999996,n,V cell,-1600093,u,WE current,-46037396,f,Status,0,0,Current range,0,128,
1696318569.3014963,0,Timestamp,50999996,n,V cell,-1600093,u,WE current,-44816600,f,Status,0,0,Current range,0,128,
1696318569.302493,0,Timestamp,53999992,n,V cell,-1600093,u,WE current,-43663008,f,Status,0,0,Current range,0,128,
1696318569.3034904,0,Timestamp,56999992,n,V cell,-1600093,u,WE current,-42565412,f,Status,0,0,Current range,0,128,
1696318569.304488,0,Timestamp,59999992,n,V cell,-1600093,u,WE current,-41540616,f,Status,0,0,Current range,0,128,
1696318569.3054852,0,Timestamp,62999992,n,V cell,-1600093,u,WE current,-40560620,f,Status,0,0,Current range,0,128,
1696318569.3064823,0,Timestamp,65999992,n,V cell,-1600093,u,WE current,-39625428,f,Status,0,0,Current range,0,128,
1696318569.3074799,0,Timestamp,68999992,n,V cell,-1600093,u,WE current,-38735028,f,Status,0,0,Current range,0,128,
1696318569.3084772,0,Timestamp,71999992,n,V cell,-1600093,u,WE current,-37923036,f,Status,0,0,Current range,0,128,
1696318569.3094742,0,Timestamp,74999992,n,V cell,-1600093,u,WE current,-37139036,f,Status,0,0,Current range,0,128,
1696318569.310472,0,Timestamp,77999984,n,V cell,-1600093,u,WE current,-36405440,f,Status,0,0,Current range,0,128,
1696318569.3114693,0,Timestamp,80999984,n,V cell,-1600093,u,WE current,-35716644,f,Status,0,0,Current range,0,128,
1696318569.3124661,0,Timestamp,83999984,n,V cell,-1600093,u,WE current,-35055844,f,Status,0,0,Current range,0,128,
1696318569.313464,0,Timestamp,86999984,n,V cell,-1600093,u,WE current,-34417448,f,Status,0,0,Current range,0,128,
1696318569.314461,0,Timestamp,89999984,n,V cell,-1600093,u,WE current,-33818252,f,Status,0,0,Current range,0,128,
1696318569.3154583,0,Timestamp,92999976,n,V cell,-1600093,u,WE current,-33252654,f,Status,0,0,Current range,0,128,
1696318569.3176084,0,Timestamp,95999976,n,V cell,-1600093,u,WE current,-32731856,f,Status,0,0,Current range,0,128,
1696318569.3186698,0,Timestamp,98999976,n,V cell,-1600093,u,WE current,-32227856,f,Status,0,0,Current range,0,128,
1696318569.3196678,0,Timestamp,101999,u,V cell,-1600093,u,WE current,-31746262,f,Status,0,0,Current range,0,128,
1696318569.3206646,0,Timestamp,104999,u,V cell,-1600093,u,WE current,-31281464,f,Status,0,0,Current range,0,128,
1696318569.321662,0,Timestamp,107999,u,V cell,-1600093,u,WE current,-30833464,f,Status,0,0,Current range,0,128,
1696318569.3226595,0,Timestamp,110999,u,V cell,-1600093,u,WE current,-30413464,f,Status,0,0,Current range,0,128,
1696318569.3236568,0,Timestamp,113999,u,V cell,-1600093,u,WE current,-30027068,f,Status,0,0,Current range,0,128,
1696318569.3246539,0,Timestamp,116999,u,V cell,-1600093,u,WE current,-29651870,f,Status,0,0,Current range,0,128,
1696318569.3256512,0,Timestamp,119999,u,V cell,-1600093,u,WE current,-29299072,f,Status,0,0,Current range,0,128,
1696318569.5000148,1,Timestamp,0, ,V cell,-1600093,u,WE current,-57130948,f,Status,8,0,Current range,0,128,
1696318569.501094,1,Timestamp,3000000,n,V cell,-1600093,u,WE current,-53143764,f,Status,8,0,Current range,0,128,
1696318569.5020914,1,Timestamp,6000000,n,V cell,-1600093,u,WE current,-50590176,f,Status,8,0,Current range,0,128,
1696318569.5030887,1,Timestamp,9000000,n,V cell,-1600093,u,WE current,-42834212,f,Status,0,0,Current range,0,128,
1696318569.504086,1,Timestamp,12000000,n,V cell,-1600093,u,WE current,-36231840,f,Status,0,0,Current range,0,128,
1696318569.5050833,1,Timestamp,15000001,n,V cell,-1600093,u,WE current,-31611860,f,Status,0,0,Current range,0,128,
1696318569.506081,1,Timestamp,18000002,n,V cell,-1600093,u,WE current,-28363874,f,Status,0,0,Current range,0,128,
1696318569.5070784,1,Timestamp,21000002,n,V cell,-1600093,u,WE current,-26011886,f,Status,0,0,Current range,0,128,
1696318569.5080757,1,Timestamp,24000002,n,V cell,-1600093,u,WE current,-24270292,f,Status,0,0,Current range,0,128,
1696318569.5090728,1,Timestamp,27000002,n,V cell,-1600093,u,WE current,-22943100,f,Status,0,0,Current range,0,128,
1696318569.5100703,1,Timestamp,30000004,n,V cell,-1600093,u,WE current,-21884704,f,Status,0,0,Current range,0,128,
1696318569.5110674,1,Timestamp,33000004,n,V cell,-1600093,u,WE current,-21033508,f,Status,0,0,Current range,0,128,
1696318569.5120647,1,Timestamp,36000004,n,V cell,-1600093,u,WE current,-20299912,f,Status,0,0,Current range,0,128,
1696318569.5130625,1,Timestamp,39000000,n,V cell,-1600093,u,WE current,-19678312,f,Status,0,0,Current range,0,128,
1696318569.5140595,1,Timestamp,42000000,n,V cell,-1600093,u,WE current,-19146314,f,Status,0,0,Current range,0,128,
1696318569.5150568,1,Timestamp,45000000,n,V cell,-1600093,u,WE current,-18681518,f,Status,0,0,Current range,0,128,
1696318569.516733,1,Timestamp,47999996,n,V cell,-1600093,u,WE current,-18283918,f,Status,0,0,Current range,0,128,
1696318569.5178294,1,Timestamp,50999996,n,V cell,-1600093,u,WE current,-17903122,f,Status,0,0,Current range,0,128,
1696318569.5188267,1,Timestamp,53999992,n,V cell,-1600093,u,WE current,-17555924,f,Status,0,0,Current range,0,128,
1696318569.5198238,1,Timestamp,56999992,n,V cell,-1600093,u,WE current,-17225524,f,Status,0,0,Current range,0,128,
1696318569.5208216,1,Timestamp,59999992,n,V cell,-1600093,u,WE current,-16945524,f,Status,0,0,Current range,0,128,
1696318569.5218186,1,Timestamp,62999992,n,V cell,-1600093,u,WE current,-16682327,f,Status,0,0,Current range,0,128,
1696318569.522816,1,Timestamp,65999992,n,V cell,-1600093,u,WE current,-16452728,f,Status,0,0,Current range,0,128,
1696318569.5238135,1,Timestamp,68999992,n,V cell,-1600093,u,WE current,-16228729,f,Status,0,0,Current range,0,128,
1696318569.5248108,1,Timestamp,71999992,n,V cell,-1600093,u,WE current,-16021529,f,Status,0,0,Current range,0,128,
